paper_id,title,authors,abstract,venue,year,categories,source,metadata,title_length,abstract_length,num_authors,num_categories,combined_text,cluster_id
arxiv_2511.14683v1,Quadratic Term Correction on Heaps' Law,['Oscar Fontanelli' 'Wentian Li'],"Heaps' or Herdan's law characterizes the word-type vs. word-token relation by a power-law function, which is concave in linear-linear scale but a straight line in log-log scale. However, it has been observed that even in log-log scale, the type-token curve is still slightly concave, invalidating the power-law relation. At the next-order approximation, we have shown, by twenty English novels or writings (some are translated from another language to English), that quadratic functions in log-log scale fit the type-token data perfectly. Regression analyses of log(type)-log(token) data with both a linear and quadratic term consistently lead to a linear coefficient of slightly larger than 1, and a quadratic coefficient around -0.02. Using the ``random drawing colored ball from the bag with replacement"" model, we have shown that the curvature of the log-log scale is identical to a ``pseudo-variance"" which is negative. Although a pseudo-variance calculation may encounter numeric instability when the number of tokens is large, due to the large values of pseudo-weights, this formalism provides a rough estimation of the curvature when the number of tokens is small.",arXiv,2025,['cs.CL'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.14683v1', 'primary_category': 'cs.CL', 'publication_date': None, 'published': '2025-11-18T17:22:00+00:00', 'reference_count': None}",39,1172,2,0,"Quadratic Term Correction on Heaps' Law. Heaps' or Herdan's law characterizes the word-type vs. word-token relation by a power-law function, which is concave in linear-linear scale but a straight line in log-log scale. However, it has been observed that even in log-log scale, the type-token curve is still slightly concave, invalidating the power-law relation. At the next-order approximation, we have shown, by twenty English novels or writings (some are translated from another language to English), that quadratic functions in log-log scale fit the type-token data perfectly. Regression analyses of log(type)-log(token) data with both a linear and quadratic term consistently lead to a linear coefficient of slightly larger than 1, and a quadratic coefficient around -0.02. Using the ``random drawing colored ball from the bag with replacement"" model, we have shown that the curvature of the log-log scale is identical to a ``pseudo-variance"" which is negative. Although a pseudo-variance calculation may encounter numeric instability when the number of tokens is large, due to the large values of pseudo-weights, this formalism provides a rough estimation of the curvature when the number of tokens is small.",4
s2_4ce2ceb4ee975b032578e8816cb8f50a9984c76e,"Adapting GPT, GPT-2 and BERT Language Models for Speech Recognition",['Xianrui Zheng' 'Chao Zhang' 'P. Woodland'],"Language models (LMs) pre-trained on massive amounts of text, in particular bidirectional encoder representations from Transformers (BERT), generative pre-training (GPT), and GPT-2, have become a key technology for many natural language processing tasks. In this paper, we present results using fine-tuned GPT, GPT-2, and their combination for automatic speech recognition (ASR). Unlike unidirectional LM GPT and GPT-2, BERT is bidirectional whose direct product of the output probabilities is no longer a valid language prior probability. A conversion method is proposed to compute the correct language prior probability based on bidirectional LM outputs in a mathematically exact way. Experimental results on the widely used AMI and Switchboard ASR tasks showed that the combination of the fine-tuned GPT and GPT-2 outperformed the combination of three neural LMs with different architectures trained from scratch on the in-domain text by up to a 12% relative word error rate reduction (WERR). Furthermore, on the AMI corpus, the proposed conversion for language prior probabilities enables BERT to obtain an extra 3% relative WERR, and the combination of BERT, GPT and GPT-2 results in further improvements.",Automatic Speech Recognition & Understanding,2021,['Computer Science' 'Engineering'],s2orc,"{'citation_count': 61.0, 'external_ids': {'ACL': None, 'ArXiv': '2108.07789', 'CorpusId': 237142586.0, 'DBLP': 'journals/corr/abs-2108-07789', 'DOI': '10.1109/ASRU51503.2021.9688232', 'MAG': None, 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2021-07-29', 'published': None, 'reference_count': 49.0}",67,1210,3,0,"Adapting GPT, GPT-2 and BERT Language Models for Speech Recognition. Language models (LMs) pre-trained on massive amounts of text, in particular bidirectional encoder representations from Transformers (BERT), generative pre-training (GPT), and GPT-2, have become a key technology for many natural language processing tasks. In this paper, we present results using fine-tuned GPT, GPT-2, and their combination for automatic speech recognition (ASR). Unlike unidirectional LM GPT and GPT-2, BERT is bidirectional whose direct product of the output probabilities is no longer a valid language prior probability. A conversion method is proposed to compute the correct language prior probability based on bidirectional LM outputs in a mathematically exact way. Experimental results on the widely used AMI and Switchboard ASR tasks showed that the combination of the fine-tuned GPT and GPT-2 outperformed the combination of three neural LMs with different architectures trained from scratch on the in-domain text by up to a 12% relative word error rate reduction (WERR). Furthermore, on the AMI corpus, the proposed conversion for language prior probabilities enables BERT to obtain an extra 3% relative WERR, and the combination of BERT, GPT and GPT-2 results in further improvements.",4
s2_b611c501269224702d1a9942c8600a31ec66ab28,ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning,['Ahmed Masry' 'Do Xuan Long' 'J. Tan' 'Shafiq R. Joty' 'Enamul Hoque'],"Charts are very popular for analyzing data. When exploring charts, people often ask a variety of complex reasoning questions that involve several logical and arithmetic operations. They also commonly refer to visual features of a chart in their questions. However, most existing datasets do not focus on such complex reasoning questions as their questions are template-based and answers come from a fixed-vocabulary. In this work, we present a large-scale benchmark covering 9.6K human-written questions as well as 23.1K questions generated from human-written chart summaries. To address the unique challenges in our benchmark involving visual and logical reasoning over charts, we present two transformer-based models that combine visual features and the data table of the chart in a unified way to answer questions. While our models achieve the state-of-the-art results on the previous datasets as well as on our benchmark, the evaluation also reveals several challenges in answering complex reasoning questions.",Findings,2022,['Computer Science'],s2orc,"{'citation_count': 1009.0, 'external_ids': {'ACL': '2022.findings-acl.177', 'ArXiv': '2203.10244', 'CorpusId': 247593713.0, 'DBLP': 'conf/acl/MasryLTJH22', 'DOI': '10.48550/arXiv.2203.10244', 'MAG': None, 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2022-03-19', 'published': None, 'reference_count': 43.0}",90,1014,5,0,"ChartQA: A Benchmark for Question Answering about Charts with Visual and Logical Reasoning. Charts are very popular for analyzing data. When exploring charts, people often ask a variety of complex reasoning questions that involve several logical and arithmetic operations. They also commonly refer to visual features of a chart in their questions. However, most existing datasets do not focus on such complex reasoning questions as their questions are template-based and answers come from a fixed-vocabulary. In this work, we present a large-scale benchmark covering 9.6K human-written questions as well as 23.1K questions generated from human-written chart summaries. To address the unique challenges in our benchmark involving visual and logical reasoning over charts, we present two transformer-based models that combine visual features and the data table of the chart in a unified way to answer questions. While our models achieve the state-of-the-art results on the previous datasets as well as on our benchmark, the evaluation also reveals several challenges in answering complex reasoning questions.",1
s2_d4e9bf1d5fab52698a3aa48c65b098ea327deea6,CTRLsum: Towards Generic Controllable Text Summarization,"['Junxian He' 'Wojciech Kryscinski' 'Bryan McCann' 'Nazneen Rajani'
 'Caiming Xiong']","Current summarization systems yield generic summaries that are disconnected from users’ preferences and expectations. To address this limitation, we present CTRLsum, a generic framework to control generated summaries through a set of keywords. During training keywords are extracted automatically without requiring additional human annotations. At test time CTRLsum features a control function to map control signal to keywords; through engineering the control function, the same trained model is able to be applied to control summaries on various dimensions, while neither affecting the model training process nor the pretrained models. We additionally explore the combination of keywords and text prompts for more control tasks. Experiments demonstrate the effectiveness of CTRLsum on three domains of summarization datasets and five control tasks: (1) entity-centric and (2) length-controllable summarization, (3) contribution summarization on scientific papers, (4) invention purpose summarization on patent filings, and (5) question-guided summarization on news articles. Moreover, when used in a standard, unconstrained summarization setting, CTRLsum is comparable or better than strong pretrained systems.",Conference on Empirical Methods in Natural Language Processing,2020,['Computer Science'],s2orc,"{'citation_count': 151.0, 'external_ids': {'ACL': '2022.emnlp-main.396', 'ArXiv': '2012.04281', 'CorpusId': 227745074.0, 'DBLP': 'conf/emnlp/HeKMRX22', 'DOI': '10.18653/v1/2022.emnlp-main.396', 'MAG': '3111372071', 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2020-12-08', 'published': None, 'reference_count': 93.0}",56,1212,5,0,"CTRLsum: Towards Generic Controllable Text Summarization. Current summarization systems yield generic summaries that are disconnected from users’ preferences and expectations. To address this limitation, we present CTRLsum, a generic framework to control generated summaries through a set of keywords. During training keywords are extracted automatically without requiring additional human annotations. At test time CTRLsum features a control function to map control signal to keywords; through engineering the control function, the same trained model is able to be applied to control summaries on various dimensions, while neither affecting the model training process nor the pretrained models. We additionally explore the combination of keywords and text prompts for more control tasks. Experiments demonstrate the effectiveness of CTRLsum on three domains of summarization datasets and five control tasks: (1) entity-centric and (2) length-controllable summarization, (3) contribution summarization on scientific papers, (4) invention purpose summarization on patent filings, and (5) question-guided summarization on news articles. Moreover, when used in a standard, unconstrained summarization setting, CTRLsum is comparable or better than strong pretrained systems.",4
s2_11b6d1fee0f47a8f9f892ab0d86f370c449097aa,FEQA: A Question Answering Evaluation Framework for Faithfulness Assessment in Abstractive Summarization,['Esin Durmus' 'He He' 'Mona T. Diab'],"Neural abstractive summarization models are prone to generate content inconsistent with the source document, i.e. unfaithful. Existing automatic metrics do not capture such mistakes effectively. We tackle the problem of evaluating faithfulness of a generated summary given its source document. We first collected human annotations of faithfulness for outputs from numerous models on two datasets. We find that current models exhibit a trade-off between abstractiveness and faithfulness: outputs with less word overlap with the source document are more likely to be unfaithful. Next, we propose an automatic question answering (QA) based metric for faithfulness, FEQA, which leverages recent advances in reading comprehension. Given question-answer pairs generated from the summary, a QA model extracts answers from the document; non-matched answers indicate unfaithful information in the summary. Among metrics based on word overlap, embedding similarity, and learned language understanding models, our QA-based metric has significantly higher correlation with human faithfulness scores, especially on highly abstractive summaries.",Annual Meeting of the Association for Computational Linguistics,2020,['Computer Science'],s2orc,"{'citation_count': 427.0, 'external_ids': {'ACL': '2020.acl-main.454', 'ArXiv': '2005.03754', 'CorpusId': 218571335.0, 'DBLP': 'journals/corr/abs-2005-03754', 'DOI': '10.18653/V1/2020.ACL-MAIN.454', 'MAG': '3099766584', 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2020-05-07', 'published': None, 'reference_count': 56.0}",104,1131,3,0,"FEQA: A Question Answering Evaluation Framework for Faithfulness Assessment in Abstractive Summarization. Neural abstractive summarization models are prone to generate content inconsistent with the source document, i.e. unfaithful. Existing automatic metrics do not capture such mistakes effectively. We tackle the problem of evaluating faithfulness of a generated summary given its source document. We first collected human annotations of faithfulness for outputs from numerous models on two datasets. We find that current models exhibit a trade-off between abstractiveness and faithfulness: outputs with less word overlap with the source document are more likely to be unfaithful. Next, we propose an automatic question answering (QA) based metric for faithfulness, FEQA, which leverages recent advances in reading comprehension. Given question-answer pairs generated from the summary, a QA model extracts answers from the document; non-matched answers indicate unfaithful information in the summary. Among metrics based on word overlap, embedding similarity, and learned language understanding models, our QA-based metric has significantly higher correlation with human faithfulness scores, especially on highly abstractive summaries.",1
s2_16f01c1b3ddd0b2abd5ddfe4fdb3f74767607277,Time-LLM: Time Series Forecasting by Reprogramming Large Language Models,"['Ming Jin' 'Shiyu Wang' 'Lintao Ma' 'Zhixuan Chu' 'James Y. Zhang'
 'X. Shi' 'Pin-Yu Chen' 'Yuxuan Liang' 'Yuan-Fang Li' 'Shirui Pan'
 'Qingsong Wen']","Time series forecasting holds significant importance in many real-world dynamic systems and has been extensively studied. Unlike natural language process (NLP) and computer vision (CV), where a single large model can tackle multiple tasks, models for time series forecasting are often specialized, necessitating distinct designs for different tasks and applications. While pre-trained foundation models have made impressive strides in NLP and CV, their development in time series domains has been constrained by data sparsity. Recent studies have revealed that large language models (LLMs) possess robust pattern recognition and reasoning abilities over complex sequences of tokens. However, the challenge remains in effectively aligning the modalities of time series data and natural language to leverage these capabilities. In this work, we present Time-LLM, a reprogramming framework to repurpose LLMs for general time series forecasting with the backbone language models kept intact. We begin by reprogramming the input time series with text prototypes before feeding it into the frozen LLM to align the two modalities. To augment the LLM's ability to reason with time series data, we propose Prompt-as-Prefix (PaP), which enriches the input context and directs the transformation of reprogrammed input patches. The transformed time series patches from the LLM are finally projected to obtain the forecasts. Our comprehensive evaluations demonstrate that Time-LLM is a powerful time series learner that outperforms state-of-the-art, specialized forecasting models. Moreover, Time-LLM excels in both few-shot and zero-shot learning scenarios.",International Conference on Learning Representations,2023,['Computer Science'],s2orc,"{'citation_count': 642.0, 'external_ids': {'ACL': None, 'ArXiv': '2310.01728', 'CorpusId': 263609325.0, 'DBLP': 'journals/corr/abs-2310-01728', 'DOI': '10.48550/arXiv.2310.01728', 'MAG': None, 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2023-10-03', 'published': None, 'reference_count': 63.0}",72,1645,11,0,"Time-LLM: Time Series Forecasting by Reprogramming Large Language Models. Time series forecasting holds significant importance in many real-world dynamic systems and has been extensively studied. Unlike natural language process (NLP) and computer vision (CV), where a single large model can tackle multiple tasks, models for time series forecasting are often specialized, necessitating distinct designs for different tasks and applications. While pre-trained foundation models have made impressive strides in NLP and CV, their development in time series domains has been constrained by data sparsity. Recent studies have revealed that large language models (LLMs) possess robust pattern recognition and reasoning abilities over complex sequences of tokens. However, the challenge remains in effectively aligning the modalities of time series data and natural language to leverage these capabilities. In this work, we present Time-LLM, a reprogramming framework to repurpose LLMs for general time series forecasting with the backbone language models kept intact. We begin by reprogramming the input time series with text prototypes before feeding it into the frozen LLM to align the two modalities. To augment the LLM's ability to reason with time series data, we propose Prompt-as-Prefix (PaP), which enriches the input context and directs the transformation of reprogrammed input patches. The transformed time series patches from the LLM are finally projected to obtain the forecasts. Our comprehensive evaluations demonstrate that Time-LLM is a powerful time series learner that outperforms state-of-the-art, specialized forecasting models. Moreover, Time-LLM excels in both few-shot and zero-shot learning scenarios.",4
arxiv_2511.14981v1,Logit-Based Losses Limit the Effectiveness of Feature Knowledge Distillation,['Nicholas Cooper' 'Lijun Chen' 'Sailesh Dwivedy' 'Danna Gurari'],"Knowledge distillation (KD) methods can transfer knowledge of a parameter-heavy teacher model to a light-weight student model. The status quo for feature KD methods is to utilize loss functions based on logits (i.e., pre-softmax class scores) and intermediate layer features (i.e., latent representations). Unlike previous approaches, we propose a feature KD framework for training the student's backbone using feature-based losses exclusively (i.e., without logit-based losses such as cross entropy). Leveraging recent discoveries about the geometry of latent representations, we introduce a knowledge quality metric for identifying which teacher layers provide the most effective knowledge for distillation. Experiments on three image classification datasets with four diverse student-teacher pairs, spanning convolutional neural networks and vision transformers, demonstrate our KD method achieves state-of-the-art performance, delivering top-1 accuracy boosts of up to 15% over standard approaches. We publically share our code to facilitate future work at https://github.com/Thegolfingocto/KD_wo_CE.",arXiv,2025,['cs.CV' 'cs.AI' 'cs.LG'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.14981v1', 'primary_category': 'cs.CV', 'publication_date': None, 'published': '2025-11-18T23:50:31+00:00', 'reference_count': None}",76,1104,4,0,"Logit-Based Losses Limit the Effectiveness of Feature Knowledge Distillation. Knowledge distillation (KD) methods can transfer knowledge of a parameter-heavy teacher model to a light-weight student model. The status quo for feature KD methods is to utilize loss functions based on logits (i.e., pre-softmax class scores) and intermediate layer features (i.e., latent representations). Unlike previous approaches, we propose a feature KD framework for training the student's backbone using feature-based losses exclusively (i.e., without logit-based losses such as cross entropy). Leveraging recent discoveries about the geometry of latent representations, we introduce a knowledge quality metric for identifying which teacher layers provide the most effective knowledge for distillation. Experiments on three image classification datasets with four diverse student-teacher pairs, spanning convolutional neural networks and vision transformers, demonstrate our KD method achieves state-of-the-art performance, delivering top-1 accuracy boosts of up to 15% over standard approaches. We publically share our code to facilitate future work at https://github.com/Thegolfingocto/KD_wo_CE.",4
arxiv_2511.11262v1,Discovering Meaningful Units with Visually Grounded Semantics from Image Captions,['Melika Behjati' 'James Henderson'],"Fine-grained knowledge is crucial for vision-language models to obtain a better understanding of the real world. While there has been work trying to acquire this kind of knowledge in the space of vision and language, it has mostly focused on aligning the image patches with the tokens on the language side. However, image patches do not have any meaning to the human eye, and individual tokens do not necessarily carry groundable information in the image. It is groups of tokens which describe different aspects of the scene. In this work, we propose a model which groups the caption tokens as part of its architecture in order to capture a fine-grained representation of the language. We expect our representations to be at the level of objects present in the image, and therefore align our representations with the output of an image encoder trained to discover objects. We show that by learning to group the tokens, the vision-language model has a better fine-grained understanding of vision and language. In addition, the token groups that our model discovers are highly similar to groundable phrases in text, both qualitatively and quantitatively.",arXiv,2025,['cs.CV' 'cs.CL'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.11262v1', 'primary_category': 'cs.CV', 'publication_date': None, 'published': '2025-11-14T12:56:18+00:00', 'reference_count': None}",81,1152,2,0,"Discovering Meaningful Units with Visually Grounded Semantics from Image Captions. Fine-grained knowledge is crucial for vision-language models to obtain a better understanding of the real world. While there has been work trying to acquire this kind of knowledge in the space of vision and language, it has mostly focused on aligning the image patches with the tokens on the language side. However, image patches do not have any meaning to the human eye, and individual tokens do not necessarily carry groundable information in the image. It is groups of tokens which describe different aspects of the scene. In this work, we propose a model which groups the caption tokens as part of its architecture in order to capture a fine-grained representation of the language. We expect our representations to be at the level of objects present in the image, and therefore align our representations with the output of an image encoder trained to discover objects. We show that by learning to group the tokens, the vision-language model has a better fine-grained understanding of vision and language. In addition, the token groups that our model discovers are highly similar to groundable phrases in text, both qualitatively and quantitatively.",4
s2_83a820fe19944a7621238b8cfcc0b8a0cbc0f4b6,TyDi QA: A Benchmark for Information-Seeking Question Answering in Typologically Diverse Languages,"['J. Clark' 'Eunsol Choi' 'Michael Collins' 'Dan Garrette'
 'T. Kwiatkowski' 'Vitaly Nikolaev' 'J. Palomaki']","Abstract Confidently making progress on multilingual modeling requires challenging, trustworthy evaluations. We present TyDi QA—a question answering dataset covering 11 typologically diverse languages with 204K question-answer pairs. The languages of TyDi QA are diverse with regard to their typology—the set of linguistic features each language expresses—such that we expect models performing well on this set to generalize across a large number of the world’s languages. We present a quantitative analysis of the data quality and example-level qualitative linguistic analyses of observed language phenomena that would not be found in English-only corpora. To provide a realistic information-seeking task and avoid priming effects, questions are written by people who want to know the answer, but don’t know the answer yet, and the data is collected directly in each language without the use of translation.",Transactions of the Association for Computational Linguistics,2020,['Computer Science'],s2orc,"{'citation_count': 678.0, 'external_ids': {'ACL': None, 'ArXiv': '2003.05002', 'CorpusId': 212657414.0, 'DBLP': 'journals/tacl/ClarkPNCGCK20', 'DOI': '10.1162/tacl_a_00317', 'MAG': '3045462440', 'PubMed': None, 'PubMedCentral': None}, 'pdf_url': None, 'primary_category': None, 'publication_date': '2020-03-10', 'published': None, 'reference_count': 84.0}",98,908,7,0,"TyDi QA: A Benchmark for Information-Seeking Question Answering in Typologically Diverse Languages. Abstract Confidently making progress on multilingual modeling requires challenging, trustworthy evaluations. We present TyDi QA—a question answering dataset covering 11 typologically diverse languages with 204K question-answer pairs. The languages of TyDi QA are diverse with regard to their typology—the set of linguistic features each language expresses—such that we expect models performing well on this set to generalize across a large number of the world’s languages. We present a quantitative analysis of the data quality and example-level qualitative linguistic analyses of observed language phenomena that would not be found in English-only corpora. To provide a realistic information-seeking task and avoid priming effects, questions are written by people who want to know the answer, but don’t know the answer yet, and the data is collected directly in each language without the use of translation.",1
arxiv_2511.15409v1,Proximal Approximate Inference in State-Space Models,['Hany Abdulsamad' 'Ángel F. García-Fernández' 'Simo Särkkä'],"We present a class of algorithms for state estimation in nonlinear, non-Gaussian state-space models. Our approach is based on a variational Lagrangian formulation that casts Bayesian inference as a sequence of entropic trust-region updates subject to dynamic constraints. This framework gives rise to a family of forward-backward algorithms, whose structure is determined by the chosen factorization of the variational posterior. By focusing on Gauss--Markov approximations, we derive recursive schemes with favorable computational complexity. For general nonlinear, non-Gaussian models we close the recursions using generalized statistical linear regression and Fourier--Hermite moment matching.",arXiv,2025,['cs.LG' 'stat.ME'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.15409v1', 'primary_category': 'cs.LG', 'publication_date': None, 'published': '2025-11-19T13:06:08+00:00', 'reference_count': None}",52,696,3,0,"Proximal Approximate Inference in State-Space Models. We present a class of algorithms for state estimation in nonlinear, non-Gaussian state-space models. Our approach is based on a variational Lagrangian formulation that casts Bayesian inference as a sequence of entropic trust-region updates subject to dynamic constraints. This framework gives rise to a family of forward-backward algorithms, whose structure is determined by the chosen factorization of the variational posterior. By focusing on Gauss--Markov approximations, we derive recursive schemes with favorable computational complexity. For general nonlinear, non-Gaussian models we close the recursions using generalized statistical linear regression and Fourier--Hermite moment matching.",0
arxiv_2511.10899v1,From Proof to Program: Characterizing Tool-Induced Reasoning Hallucinations in Large Language Models,['Farima Fatahi Bayat' 'Pouya Pezeshkpour' 'Estevam Hruschka'],"Tool-augmented Language Models (TaLMs) can invoke external tools to solve problems beyond their parametric capacity. However, it remains unclear whether these tool-enabled gains reflect trustworthy reasoning. Focusing on the Code Interpreter tool, we show that even when tools are selected and executed correctly, TaLMs treat tool outputs as substitutes for reasoning, producing solutions that appear correct but lack coherent justification. We term this failure mode Tool-Induced Myopia (TIM), and study it using PYMATH, a benchmark of 1,679 competition-level mathematical problems for which Python code is helpful but not sufficient. We further develop a multi-dimensional evaluation suite to quantify reasoning degradation in TaLMs relative to their non-tool counterparts. Our findings reveal that while TaLMs achieve up to a 19.3 percentage point gain in final-answer accuracy, their reasoning behavior consistently deteriorates (e.g., non-tool LLMs win up to 41.5% more often in pairwise comparisons of the reasoning process). This degradation intensifies with tool use; the more frequently a model invokes tools, the less coherent its reasoning becomes. Moreover, tool use shifts errors from arithmetic mistakes toward global reasoning failures (logic, assumption, creativity); with TIM present in ~55% of high-risk cases. Finally, we propose a preference-optimization-based framework that realigns TaLMs to use tools as assistive evidence, improving both final-answer accuracy and reasoning depth under tool use. Codes and data are available at: https://github.com/megagonlabs/TIM.",arXiv,2025,['cs.CL' 'cs.LO' 'cs.SE'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.10899v1', 'primary_category': 'cs.CL', 'publication_date': None, 'published': '2025-11-14T02:21:34+00:00', 'reference_count': None}",100,1588,3,0,"From Proof to Program: Characterizing Tool-Induced Reasoning Hallucinations in Large Language Models. Tool-augmented Language Models (TaLMs) can invoke external tools to solve problems beyond their parametric capacity. However, it remains unclear whether these tool-enabled gains reflect trustworthy reasoning. Focusing on the Code Interpreter tool, we show that even when tools are selected and executed correctly, TaLMs treat tool outputs as substitutes for reasoning, producing solutions that appear correct but lack coherent justification. We term this failure mode Tool-Induced Myopia (TIM), and study it using PYMATH, a benchmark of 1,679 competition-level mathematical problems for which Python code is helpful but not sufficient. We further develop a multi-dimensional evaluation suite to quantify reasoning degradation in TaLMs relative to their non-tool counterparts. Our findings reveal that while TaLMs achieve up to a 19.3 percentage point gain in final-answer accuracy, their reasoning behavior consistently deteriorates (e.g., non-tool LLMs win up to 41.5% more often in pairwise comparisons of the reasoning process). This degradation intensifies with tool use; the more frequently a model invokes tools, the less coherent its reasoning becomes. Moreover, tool use shifts errors from arithmetic mistakes toward global reasoning failures (logic, assumption, creativity); with TIM present in ~55% of high-risk cases. Finally, we propose a preference-optimization-based framework that realigns TaLMs to use tools as assistive evidence, improving both final-answer accuracy and reasoning depth under tool use. Codes and data are available at: https://github.com/megagonlabs/TIM.",1
arxiv_2511.05352v1,A Latent-Variable Formulation of the Poisson Canonical Polyadic Tensor Model: Maximum Likelihood Estimation and Fisher Information,"['Carlos Llosa-Vite' 'Daniel M. Dunlavy' 'Richard B. Lehoucq'
 'Oscar López' 'Arvind Prasadan']","We establish parameter inference for the Poisson canonical polyadic (PCP) tensor model through a latent-variable formulation. Our approach exploits the observation that any random PCP tensor can be derived by marginalizing an unobservable random tensor of one dimension larger. The loglikelihood of this larger dimensional tensor, referred to as the ""complete"" loglikelihood, is comprised of multiple rank one PCP loglikelihoods. Using this methodology, we first derive non-iterative maximum likelihood estimators for the PCP model and demonstrate that several existing algorithms for fitting non-negative matrix and tensor factorizations are Expectation-Maximization algorithms. Next, we derive the observed and expected Fisher information matrices for the PCP model. The Fisher information provides us crucial insights into the well-posedness of the tensor model, such as the role that tensor rank plays in identifiability and indeterminacy. For the special case of rank one PCP models, we demonstrate that these results are greatly simplified.",arXiv,2025,['math.ST' 'math.NA' 'stat.ML'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.05352v1', 'primary_category': 'math.ST', 'publication_date': None, 'published': '2025-11-07T15:45:13+00:00', 'reference_count': None}",130,1046,5,0,"A Latent-Variable Formulation of the Poisson Canonical Polyadic Tensor Model: Maximum Likelihood Estimation and Fisher Information. We establish parameter inference for the Poisson canonical polyadic (PCP) tensor model through a latent-variable formulation. Our approach exploits the observation that any random PCP tensor can be derived by marginalizing an unobservable random tensor of one dimension larger. The loglikelihood of this larger dimensional tensor, referred to as the ""complete"" loglikelihood, is comprised of multiple rank one PCP loglikelihoods. Using this methodology, we first derive non-iterative maximum likelihood estimators for the PCP model and demonstrate that several existing algorithms for fitting non-negative matrix and tensor factorizations are Expectation-Maximization algorithms. Next, we derive the observed and expected Fisher information matrices for the PCP model. The Fisher information provides us crucial insights into the well-posedness of the tensor model, such as the role that tensor rank plays in identifiability and indeterminacy. For the special case of rank one PCP models, we demonstrate that these results are greatly simplified.",3
arxiv_2511.06189v1,Counterfactual Forecasting For Panel Data,['Navonil Deb' 'Raaz Dwivedi' 'Sumanta Basu'],"We address the challenge of forecasting counterfactual outcomes in a panel data with missing entries and temporally dependent latent factors -- a common scenario in causal inference, where estimating unobserved potential outcomes ahead of time is essential. We propose Forecasting Counterfactuals under Stochastic Dynamics (FOCUS), a method that extends traditional matrix completion methods by leveraging time series dynamics of the factors, thereby enhancing the prediction accuracy of future counterfactuals. Building upon a PCA estimator, our method accommodates both stochastic and deterministic components within the factors, and provides a flexible framework for various applications. In case of stationary autoregressive factors and under standard conditions, we derive error bounds and establish asymptotic normality of our estimator. Empirical evaluations demonstrate that our method outperforms existing benchmarks when the latent factors have an autoregressive component. We illustrate FOCUS results on HeartSteps, a mobile health study, illustrating its effectiveness in forecasting step counts for users receiving activity prompts, thereby leveraging temporal patterns in user behavior.",arXiv,2025,['stat.ME' 'math.ST' 'stat.ML'],arxiv,"{'citation_count': None, 'external_ids': None, 'pdf_url': 'https://arxiv.org/pdf/2511.06189v1', 'primary_category': 'stat.ME', 'publication_date': None, 'published': '2025-11-09T02:25:49+00:00', 'reference_count': None}",41,1200,3,0,"Counterfactual Forecasting For Panel Data. We address the challenge of forecasting counterfactual outcomes in a panel data with missing entries and temporally dependent latent factors -- a common scenario in causal inference, where estimating unobserved potential outcomes ahead of time is essential. We propose Forecasting Counterfactuals under Stochastic Dynamics (FOCUS), a method that extends traditional matrix completion methods by leveraging time series dynamics of the factors, thereby enhancing the prediction accuracy of future counterfactuals. Building upon a PCA estimator, our method accommodates both stochastic and deterministic components within the factors, and provides a flexible framework for various applications. In case of stationary autoregressive factors and under standard conditions, we derive error bounds and establish asymptotic normality of our estimator. Empirical evaluations demonstrate that our method outperforms existing benchmarks when the latent factors have an autoregressive component. We illustrate FOCUS results on HeartSteps, a mobile health study, illustrating its effectiveness in forecasting step counts for users receiving activity prompts, thereby leveraging temporal patterns in user behavior.",3
